"CommodityScheme","CommodityCode","Description","Parent Code","Level","IsBasicLevel"
"HS22","9206","Musical instruments; percussion (e.g. drums, xylophones, cymbals, castanets, maracas)","92","4","0"
"HS22","920600","Musical instruments; percussion (e.g. drums, xylophones, cymbals, castanets, maracas)","9206","6","1"
"HS22","9207","Musical instruments; the sound of which is produced or must be amplified, electrically (e.g. organs, guitars, accordions)","92","4","0"
"HS22","920710","Musical instruments; keyboard, (other than accordions), the sound of which is produced or must be amplified electrically","9207","6","1"
"HS22","920790","Musical instruments; (other than keyboard), the sound of which is produced or must be amplified electrically","9207","6","1"
"HS22","9208","Musical boxes, fairground and mechanical street organs, mechanical singing birds, musical saws and musical instruments n.e.c. in chapter 92; decoy calls of all kinds; whistles; call horns and other mouth-blown sound signalling instruments","92","4","0"
"HS22","920810","Musical boxes","9208","6","1"
"HS22","920890","Fairground and mechanical street organs, mechanical singing birds, musical saws and musical instruments n.e.c. in chapter 92; decoy calls of all kinds; whistles; call horns and other mouth-blown sound signalling instruments","9208","6","1"
"HS22","9209","Musical instrument parts (for example, mechanisms for musical boxes) and accessories (for example, cards, discs and rolls for mechanical instruments); metronomes, tuning forks and pitch pipes","92","4","0"
"HS22","920930","Musical instrument strings","9209","6","1"
"HS22","920991","Musical instruments; parts and accessories for pianos","9209","6","1"
"HS22","920992","Musical instruments; parts and accessories for string musical instruments other than keyboard instruments","9209","6","1"
"HS22","920994","Musical instruments; parts and accessories for the musical instruments the sound of which is produced or must be amplified electrically (e.g. organs, guitars and accordions)","9209","6","1"
"HS22","920999","Musical instruments; parts and accessories for musical instruments n.e.c. in heading no. 9209; metronomes, tuning forks and pitch pipes","9209","6","1"
"HS22","93","Arms and ammunition; parts and accessories thereof","TOTAL","2","0"
"HS22","9301","Military weapons; other than revolvers, pistols and arms of heading no. 9307","93","4","0"
"HS22","930110","Military weapons; artillery weapons (e.g. guns, howitzers, and mortars)","9301","6","1"
"HS22","930120","Military weapons; rocket launchers, flame-throwers, grenade launchers, torpedo tubes and similar projectors","9301","6","1"
"HS22","930190","Military weapons; other than revolvers, pistols, and arms of heading 9307, n.e.c. in heading 9301","9301","6","1"
"HS22","9302","Revolvers and pistols; other than those of heading no. 9303 or 9304","93","4","0"
"HS22","930200","Revolvers and pistols; other than those of heading no. 9303 or 9304","9302","6","1"
"HS22","9303","Firearms; other similar devices (e.g. sporting shotguns and rifles, muzzle-loading firearms, very pistols, devices for firing flares or blank ammunition, captive bolt humane killers, line throwing guns)","93","4","0"
"HS22","930310","Firearms; muzzle-loading","9303","6","1"
"HS22","930320","Firearms; sporting, hunting or target-shooting shotguns, including combination shotgun-rifles","9303","6","1"
"HS22","930330","Firearms; sporting, hunting or target-shooting rifles n.e.c. in heading no. 9303","9303","6","1"
"HS22","930390","Firearms; n.e.c. in heading no. 9303","9303","6","1"
"HS22","9304","Firearms; (e.g. spring, air or gas guns and pistols, truncheons), excluding those of heading no. 9307","93","4","0"
"HS22","930400","Firearms; (e.g. spring, air or gas guns and pistols, truncheons), excluding those of heading no. 9307","9304","6","1"
"HS22","9305","Firearms; parts and accessories of articles of heading no. 9301 to 9304","93","4","0"
"HS22","930510","Firearms; parts and accessories, of revolvers or pistols","9305","6","1"
"HS22","930520","Firearms; parts and accessories, of shotguns or rifles of heading 9303","9305","6","1"
"HS22","930591","Firearms; parts and accessories, of military weapons of heading 9301","9305","6","1"
"HS22","930599","Firearms; parts and accessories, of firearms other than the military weapons of heading 9301","9305","6","1"
"HS22","9306","Bombs, grenades, torpedoes, mines, missiles and similar munitions of war and parts thereof; cartridges and other ammunition, projectiles and parts thereof, including shot and cartridge wads","93","4","0"
"HS22","930621","Ammunition; shotgun cartridges","9306","6","1"
"HS22","930629","Ammunition; parts of shotgun cartridges","9306","6","1"
"HS22","930630","Ammunition; cartridges and parts thereof n.e.c. in heading no. 9306","9306","6","1"
"HS22","930690","Ammunition; n.e.c. in chapter 93","9306","6","1"
"HS22","9307","Arms; swords, cutlasses, bayonets, lances and the like, parts thereof and scabbards and sheaths therefor","93","4","0"
"HS22","930700","Arms; swords, cutlasses, bayonets, lances and the like, parts thereof and scabbards and sheaths therefor","9307","6","1"
"HS22","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","TOTAL","2","0"
"HS22","9401","Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof","94","4","0"
"HS22","940110","Seats; of a kind used for aircraft","9401","6","1"
"HS22","940120","Seats; of a kind used for motor vehicles","9401","6","1"
"HS22","940131","Seats; swivel with variable height adjustment of wood, excluding medical, surgical, dental, veterinary or barber furniture","9401","6","1"
"HS22","940139","Seats; swivel with variable height adjustment of other than wood, excluding medical, surgical, dental, veterinary or barber furniture","9401","6","1"
"HS22","940141","Seats; convertible into beds of wood, other than garden seats or camping equipment","9401","6","1"
"HS22","940149","Seats; convertible into beds of other than wood, other than garden seats or camping equipment","9401","6","1"
"HS22","940152","Seats; of bamboo","9401","6","1"
"HS22","940153","Seats; of rattan","9401","6","1"
"HS22","940159","Seats; of cane, osier or similar materials, other than bamboo or rattan","9401","6","1"
"HS22","940161","Seats; with wooden frames, upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)","9401","6","1"
"HS22","940169","Seats; with wooden frames, not upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)","9401","6","1"
"HS22","940171","Seats; with metal frames, upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)","9401","6","1"
"HS22","940179","Seats; with metal frames, not upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)","9401","6","1"
"HS22","940180","Seats; n.e.c. in heading no. 9401, (excluding medical, surgical, dental, veterinary or barber furniture)","9401","6","1"
"HS22","940191","Seats; parts, of wood, (other than for use in the assembly of motor vehicles as determined by the minister, other than automotive)","9401","6","1"
"HS22","940199","Seats; parts, (of other than wood) for use in the assembly of motor vehicles as determined by the minister","9401","6","1"
"HS22","9402","Furniture; medical, surgical, dental or veterinary (e.g. operating tables, hospital beds, dentists' chairs) barbers' chairs; parts","94","4","0"
"HS22","940210","Chairs; dentists', barbers' or similar chairs having rotating as well as both reclining and elevating movements, and parts thereof","9402","6","1"
"HS22","940290","Furniture; for medical, surgical, veterinary use (e.g. operating tables, examination tables, hospital beds with mechanical fittings) and parts thereof","9402","6","1"
"HS22","9403","Furniture and parts thereof, n.e.c. in chapter 94","94","4","0"
"HS22","940310","Furniture; metal, for office use","9403","6","1"
"HS22","940320","Furniture; metal, other than for office use","9403","6","1"
"HS22","940330","Furniture; wooden, for office use","9403","6","1"
"HS22","940340","Furniture; wooden, for kitchen use","9403","6","1"
